Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
LSO2009,0,Lesotho,LSO,7,2,GFS,2009,,,,,,,72.57%,72.57%,68.25%,68.25%,,,62.83%,62.83%,0.00%,62.83%,62.83%,12.71%,12.71%,12.71%,12.71%,12.06%,0.00%,12.06%,5.89%,4.72%,0.00%,4.72%,0.00%,0.65%,50.12%,0.00%,50.12%,7.96%,7.04%,0.80%,42.12%,41.82%,0.30%,0.04%,5.42%,,,0.00%,4.32%,,68.25%,62.83%,5.42%,12.71%,12.06%,5.89%,4.72%,50.12%,7.96%,42.12%,,,,,,
LSO2010,0,Lesotho,LSO,7,2,GFS,2010,,,,,,,54.90%,54.90%,49.69%,49.69%,,,40.85%,40.85%,0.00%,40.85%,40.85%,12.98%,12.98%,12.98%,12.98%,12.31%,0.00%,12.31%,7.32%,2.94%,0.00%,2.94%,0.00%,0.66%,27.88%,0.00%,27.88%,8.82%,8.03%,0.71%,19.03%,16.53%,2.49%,0.03%,8.84%,,,0.00%,5.21%,,49.69%,40.85%,8.84%,12.98%,12.31%,7.32%,2.94%,27.88%,8.82%,19.03%,,,,,,
LSO2011,0,Lesotho,LSO,7,2,GFS,2011,,,,,,,52.59%,52.59%,46.13%,46.13%,,,39.63%,39.63%,0.00%,39.63%,39.63%,14.19%,14.19%,14.19%,14.19%,13.49%,0.00%,13.49%,8.27%,3.13%,0.00%,3.13%,0.00%,0.70%,25.43%,0.00%,25.43%,8.96%,7.71%,1.13%,16.36%,15.50%,0.85%,0.12%,6.51%,,,0.00%,6.46%,,46.13%,39.63%,6.51%,14.19%,13.49%,8.27%,3.13%,25.43%,8.96%,16.36%,,,,,,
LSO2012,0,Lesotho,LSO,7,2,GFS,2012,,,,,,,68.33%,68.33%,60.51%,60.51%,,,55.87%,55.87%,0.00%,55.87%,55.87%,13.24%,13.24%,13.24%,13.24%,12.47%,0.00%,12.47%,7.78%,2.35%,0.00%,2.35%,0.00%,0.78%,42.63%,0.00%,42.63%,10.20%,8.52%,1.61%,32.42%,30.98%,1.44%,0.00%,4.64%,,,0.00%,7.83%,,60.51%,55.87%,4.64%,13.24%,12.47%,7.78%,2.35%,42.63%,10.20%,32.42%,,,,,,
LSO2013,0,Lesotho,LSO,7,2,GFS,2013,,,,,,,60.59%,60.59%,58.53%,58.53%,,,53.66%,53.66%,0.00%,53.66%,53.66%,15.11%,15.11%,15.11%,15.11%,14.25%,0.00%,14.25%,8.66%,3.24%,0.00%,3.24%,0.00%,0.87%,38.55%,0.00%,38.55%,9.79%,8.69%,1.01%,28.73%,27.41%,1.33%,0.03%,4.87%,,,0.00%,2.06%,,58.53%,53.66%,4.87%,15.11%,14.25%,8.66%,3.24%,38.55%,9.79%,28.73%,,,,,,
LTU1980,1,Lithuania,LTU,2,4,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1981,1,Lithuania,LTU,2,4,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1982,1,Lithuania,LTU,2,4,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1983,1,Lithuania,LTU,2,4,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1984,1,Lithuania,LTU,2,4,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1985,1,Lithuania,LTU,2,4,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1986,1,Lithuania,LTU,2,4,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1987,1,Lithuania,LTU,2,4,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1988,1,Lithuania,LTU,2,4,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1989,1,Lithuania,LTU,2,4,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1990,1,Lithuania,LTU,2,4,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1991,1,Lithuania,LTU,2,4,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU1992,1,Lithuania,LTU,2,4,IMF Country Report,1992,,,1,,,1,,,31.12%,23.49%,,,29.45%,21.81%,0.00%,29.45%,21.81%,10.48%,10.48%,10.48%,10.48%,10.48%,0.00%,10.48%,,,,,,,11.33%,0.00%,11.33%,10.57%,,,,,,0.73%,1.67%,,,7.63%,,,23.49%,21.81%,1.67%,10.48%,10.48%,,,11.33%,10.57%,,,,1,,,1
LTU1993,1,Lithuania,LTU,2,4,IMF Country Report,1993,,,1,,,1,,,29.97%,23.29%,,,27.80%,21.12%,0.00%,27.80%,21.12%,10.85%,10.85%,10.85%,10.85%,10.85%,0.00%,10.85%,,,,,,,10.28%,0.00%,10.28%,8.39%,,,,,,1.89%,2.17%,,,6.68%,,,23.29%,21.12%,2.17%,10.85%,10.85%,,,10.28%,8.39%,,,,1,,,1
LTU1994,1,Lithuania,LTU,2,4,IMF Country Report,1994,,,1,,,1,,,32.37%,23.61%,,,31.44%,22.68%,0.00%,31.44%,22.68%,10.31%,10.31%,10.31%,10.31%,10.31%,0.00%,10.31%,,,,,,,12.38%,0.00%,12.38%,9.34%,,,,,,3.04%,0.93%,,,8.76%,,,23.61%,22.68%,0.93%,10.31%,10.31%,,,12.38%,9.34%,,,,1,,,1
LTU1995,1,Lithuania,LTU,2,4,IMF Country Report,1995,,,,,,,,,28.93%,21.37%,,,28.32%,20.76%,0.00%,28.32%,20.76%,16.48%,16.48%,8.92%,8.92%,8.33%,0.00%,8.33%,6.28%,2.06%,0.00%,2.06%,,0.58%,11.84%,0.00%,11.84%,10.35%,7.34%,2.28%,0.69%,,,0.80%,0.61%,,,7.56%,,,21.37%,20.76%,0.61%,8.92%,8.33%,6.28%,2.06%,11.84%,10.35%,0.69%,,,,,,
LTU1996,1,Lithuania,LTU,2,4,IMF Country Report,1996,,,,,,,,,27.73%,19.99%,,,26.97%,19.24%,0.00%,26.97%,19.24%,16.19%,16.19%,8.46%,8.46%,7.93%,0.00%,7.93%,6.19%,1.74%,0.00%,1.74%,,0.53%,10.78%,0.00%,10.78%,9.24%,6.76%,2.48%,0.63%,,,0.90%,0.75%,,,7.74%,,,19.99%,19.24%,0.75%,8.46%,7.93%,6.19%,1.74%,10.78%,9.24%,0.63%,,,,,,
LTU1997,1,Lithuania,LTU,2,4,IMF Country Report,1997,,,,,,,,,30.86%,20.02%,,,30.24%,19.40%,0.00%,30.24%,19.40%,17.74%,17.74%,6.90%,6.90%,6.37%,0.00%,6.37%,4.83%,1.53%,0.00%,1.53%,,0.54%,12.50%,0.00%,12.50%,11.14%,8.26%,2.88%,0.67%,,,0.69%,0.62%,,,10.84%,,,20.02%,19.40%,0.62%,6.90%,6.37%,4.83%,1.53%,12.50%,11.14%,0.67%,,,,,,
LTU1998,1,Lithuania,LTU,2,4,IMF Country Report,1998,,,,,,,,,31.18%,24.38%,,,29.84%,23.04%,0.00%,29.84%,23.04%,16.25%,16.25%,9.45%,9.45%,8.92%,0.00%,8.92%,7.64%,1.29%,0.00%,1.29%,,0.52%,13.59%,0.00%,13.59%,12.43%,8.02%,3.79%,0.54%,,,0.61%,1.34%,,,6.80%,,,24.38%,23.04%,1.34%,9.45%,8.92%,7.64%,1.29%,13.59%,12.43%,0.54%,,,,,,
LTU1999,1,Lithuania,LTU,2,4,IMF Country Report,1999,,,,,,,,,31.19%,24.60%,,,29.52%,22.93%,0.00%,29.52%,22.93%,16.20%,16.20%,9.61%,9.61%,9.05%,0.00%,9.05%,8.23%,0.82%,0.00%,0.82%,,0.56%,13.32%,0.00%,13.32%,12.27%,7.90%,3.74%,0.44%,,,0.61%,1.67%,,,6.59%,,,24.60%,22.93%,1.67%,9.61%,9.05%,8.23%,0.82%,13.32%,12.27%,0.44%,,,,,,
LTU2000,1,Lithuania,LTU,2,4,IMF Country Report,2000,,,,,,,,,29.97%,22.99%,,,28.08%,21.09%,0.00%,28.08%,21.09%,15.93%,15.93%,8.95%,8.95%,8.38%,0.00%,8.38%,7.70%,0.68%,0.00%,0.68%,,0.57%,12.14%,0.00%,12.14%,11.28%,7.48%,3.19%,0.31%,,,0.56%,1.89%,,,6.98%,,,22.99%,21.09%,1.89%,8.95%,8.38%,7.70%,0.68%,12.14%,11.28%,0.31%,,,,,,
LTU2001,1,Lithuania,LTU,2,4,IMF Country Report,2001,,,,,,,,,29.39%,22.68%,,,27.05%,20.33%,0.00%,27.05%,20.33%,15.08%,15.08%,8.37%,8.37%,7.78%,0.00%,7.78%,7.25%,0.53%,0.00%,0.53%,,0.58%,11.97%,0.00%,11.97%,11.25%,7.22%,3.38%,0.28%,,,0.44%,2.35%,,,6.71%,,,22.68%,20.33%,2.35%,8.37%,7.78%,7.25%,0.53%,11.97%,11.25%,0.28%,,,,,,
LTU2002,1,Lithuania,LTU,2,4,IMF Country Report,2002,,,,,,,,,29.02%,22.43%,,,26.84%,20.25%,0.00%,26.84%,20.25%,14.66%,14.66%,8.07%,8.07%,7.44%,0.00%,7.44%,6.85%,0.59%,0.00%,0.59%,,0.63%,12.18%,0.00%,12.18%,11.49%,7.32%,3.07%,0.25%,,,0.44%,2.18%,,,6.59%,,,22.43%,20.25%,2.18%,8.07%,7.44%,6.85%,0.59%,12.18%,11.49%,0.25%,,,,,,
LTU2003,1,Lithuania,LTU,2,4,IMF Country Report,2003,,,,,,,,,31.12%,22.60%,,,28.23%,19.72%,0.00%,28.23%,19.72%,16.44%,16.44%,7.93%,7.93%,7.93%,0.00%,7.93%,6.55%,1.38%,0.00%,1.38%,,,11.79%,0.00%,11.79%,11.06%,6.73%,3.29%,,,,0.73%,2.21%,,,8.52%,0.68%,,22.60%,19.72%,2.89%,7.93%,7.93%,6.55%,1.38%,11.79%,11.06%,,,,,,,
LTU2004,1,Lithuania,LTU,2,4,IMF Country Report,2004,,,,,,,,,31.69%,22.55%,,,28.81%,19.67%,0.00%,28.81%,19.67%,17.78%,17.78%,8.64%,8.64%,8.64%,0.00%,8.64%,6.76%,1.89%,0.00%,1.89%,,,11.03%,0.00%,11.03%,10.43%,6.36%,2.98%,,,,0.60%,1.99%,,,9.14%,0.89%,,22.55%,19.67%,2.88%,8.64%,8.64%,6.76%,1.89%,11.03%,10.43%,,,,,,,
LTU2005,1,Lithuania,LTU,2,4,IMF Country Report,2005,,,,,,,,,32.85%,24.00%,,,28.71%,19.86%,0.00%,28.71%,19.86%,17.80%,17.80%,8.95%,8.95%,8.95%,0.00%,8.95%,6.79%,2.06%,0.00%,2.06%,,,10.92%,0.00%,10.92%,10.62%,6.98%,2.95%,,,,0.39%,3.15%,,,8.85%,0.98%,,24.00%,19.86%,4.13%,8.95%,8.95%,6.79%,2.06%,10.92%,10.62%,,,,,,,
LTU2006,1,Lithuania,LTU,2,4,IMF Country Report,2006,,,,,,,,,33.62%,24.37%,,,30.04%,20.79%,0.00%,30.04%,20.79%,18.90%,18.90%,9.65%,9.65%,9.65%,0.00%,9.65%,6.86%,2.79%,0.00%,2.79%,,,11.14%,0.00%,11.14%,10.84%,7.56%,2.98%,,,,0.40%,2.19%,,,9.25%,1.29%,,24.37%,20.79%,3.58%,9.65%,9.65%,6.86%,2.79%,11.14%,10.84%,,,,,,,
LTU2007,1,Lithuania,LTU,2,4,IMF Country Report,2007,,,,,,,33.61%,24.76%,32.12%,23.27%,,,29.53%,20.68%,0.00%,29.53%,20.68%,18.00%,18.00%,9.15%,9.15%,9.15%,0.00%,9.15%,6.56%,2.58%,0.00%,2.58%,,,11.44%,0.00%,11.44%,,7.96%,2.88%,,,,,2.68%,,,8.85%,1.49%,,23.27%,20.68%,2.58%,9.15%,9.15%,6.56%,2.58%,11.44%,,,,,,,,
LTU2008,1,Lithuania,LTU,2,4,IMF Country Report,2008,,,,,,,33.98%,24.64%,32.88%,23.55%,,,30.10%,20.76%,0.00%,30.10%,20.76%,18.68%,18.68%,9.34%,9.34%,9.34%,0.00%,9.34%,6.56%,2.78%,0.00%,2.78%,,,11.43%,0.00%,11.43%,,7.85%,2.98%,,,,,2.78%,,,9.34%,1.09%,,23.55%,20.76%,2.78%,9.34%,9.34%,6.56%,2.78%,11.43%,,,,,,,,
LTU2009,1,Lithuania,LTU,2,4,IMF Country Report,2009,,,,,,,34.26%,22.17%,32.66%,20.57%,,,29.46%,17.38%,0.00%,29.46%,17.38%,18.08%,18.08%,5.99%,5.99%,5.99%,0.00%,5.99%,4.09%,1.90%,0.00%,1.90%,,,11.39%,0.00%,11.39%,,7.19%,3.50%,,,,0.70%,3.20%,,,12.08%,1.70%,,20.57%,17.38%,3.20%,5.99%,5.99%,4.09%,1.90%,11.39%,,,,,,,,
LTU2010,1,Lithuania,LTU,2,4,IMF Country Report,2010,,,,,,,33.59%,22.95%,31.00%,20.37%,,,27.03%,16.40%,0.00%,27.03%,16.40%,15.30%,15.30%,4.67%,4.67%,4.67%,0.00%,4.67%,3.58%,0.99%,0.00%,0.99%,,,11.73%,0.00%,11.73%,,7.75%,3.18%,,,,0.80%,3.88%,,,10.63%,2.68%,,20.37%,16.40%,3.97%,4.67%,4.67%,3.58%,0.99%,11.73%,,,,,,,,
LTU2011,1,Lithuania,LTU,2,4,IMF Country Report,2011,,,,,,,33.20%,21.60%,30.00%,18.40%,,,27.50%,15.90%,0.00%,27.50%,15.90%,16.00%,16.00%,4.40%,4.40%,4.30%,0.00%,4.30%,3.50%,0.80%,0.00%,0.80%,,,11.50%,0.00%,11.50%,10.80%,7.80%,3.00%,,,,0.80%,2.50%,,,11.60%,3.20%,,18.40%,15.90%,2.50%,4.40%,4.30%,3.50%,0.80%,11.50%,10.80%,,,,,,,
LTU2012,1,Lithuania,LTU,2,4,IMF Country Report,2012,,,,,,,32.70%,21.40%,29.90%,18.60%,,,27.30%,16.00%,0.00%,27.30%,16.00%,16.20%,16.20%,4.90%,4.90%,4.80%,0.00%,4.80%,3.50%,1.30%,0.00%,1.30%,,,11.10%,0.00%,11.10%,10.40%,7.50%,2.90%,,,,0.60%,2.70%,,,11.30%,2.80%,,18.60%,16.00%,2.60%,4.90%,4.80%,3.50%,1.30%,11.10%,10.40%,,,,,,,
LTU2013,1,Lithuania,LTU,2,4,IMF Country Report,2013,,,,,,,33.00%,21.20%,30.30%,18.50%,,,27.80%,16.00%,0.00%,27.80%,16.00%,16.80%,16.80%,5.00%,5.00%,5.00%,0.00%,5.00%,3.60%,1.40%,0.00%,1.40%,,,11.00%,0.00%,11.00%,10.40%,7.50%,2.90%,,,,0.60%,2.50%,,,11.80%,2.70%,,18.50%,16.00%,2.50%,5.00%,5.00%,3.60%,1.40%,11.00%,10.40%,,,,,,,
LUX1980,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1980,,,,,,,,,,,,,21.31%,21.16%,0.00%,21.31%,21.16%,14.34%,14.34%,14.20%,14.20%,12.52%,0.00%,12.52%,8.89%,3.62%,0.00%,3.62%,0.00%,1.68%,6.97%,0.00%,6.97%,6.97%,3.45%,2.86%,0.00%,0.00%,0.00%,0.00%,,,,0.15%,,,,21.16%,,14.20%,12.52%,8.89%,3.62%,6.97%,6.97%,0.00%,,,,,,
LUX1981,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1981,,,,,,,,,,,,,21.69%,21.53%,0.00%,21.69%,21.53%,14.06%,14.06%,13.90%,13.90%,12.20%,0.00%,12.20%,8.82%,3.37%,0.00%,3.37%,0.00%,1.71%,7.63%,0.00%,7.63%,7.62%,3.38%,3.43%,0.00%,0.00%,0.00%,0.00%,,,,0.15%,,,,21.53%,,13.90%,12.20%,8.82%,3.37%,7.63%,7.62%,0.00%,,,,,,
LUX1982,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1982,,,,,,,,,,,,,24.97%,24.80%,0.00%,24.97%,24.80%,15.53%,15.53%,15.37%,15.37%,13.38%,0.00%,13.38%,9.75%,3.62%,0.00%,3.62%,0.00%,1.99%,9.44%,0.00%,9.44%,9.43%,4.04%,4.40%,0.00%,0.00%,0.00%,0.00%,,,,0.16%,,,,24.80%,,15.37%,13.38%,9.75%,3.62%,9.44%,9.43%,0.00%,,,,,,
LUX1983,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1983,,,,,,,,,,,,,26.85%,26.67%,0.00%,26.85%,26.67%,17.07%,17.07%,16.89%,16.89%,14.71%,0.00%,14.71%,10.37%,4.34%,0.00%,4.34%,0.00%,2.18%,9.78%,0.00%,9.78%,9.78%,4.15%,4.51%,0.00%,0.00%,0.00%,0.00%,,,,0.18%,,,,26.67%,,16.89%,14.71%,10.37%,4.34%,9.78%,9.78%,0.00%,,,,,,
LUX1984,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1984,,,,,,,,,,,,,25.69%,25.53%,0.00%,25.69%,25.53%,16.20%,16.20%,16.04%,16.04%,14.02%,0.00%,14.02%,10.20%,3.81%,0.00%,3.81%,0.00%,2.02%,9.49%,0.00%,9.49%,9.48%,4.34%,4.12%,0.00%,0.00%,0.00%,0.00%,,,,0.16%,,,,25.53%,,16.04%,14.02%,10.20%,3.81%,9.49%,9.48%,0.00%,,,,,,
LUX1985,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1985,,,,,,,,,,,,,26.49%,26.33%,0.00%,26.49%,26.33%,17.02%,17.02%,16.86%,16.86%,14.85%,0.00%,14.85%,10.06%,4.79%,0.00%,4.79%,0.00%,2.01%,9.47%,0.00%,9.47%,9.47%,4.37%,4.06%,0.00%,0.00%,0.00%,0.00%,,,,0.16%,,,,26.33%,,16.86%,14.85%,10.06%,4.79%,9.47%,9.47%,0.00%,,,,,,
LUX1986,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1986,,,,,,,,,,,,,24.95%,24.80%,0.00%,24.95%,24.80%,15.91%,15.91%,15.75%,15.75%,13.65%,0.00%,13.65%,9.60%,4.05%,0.00%,4.05%,0.00%,2.10%,9.05%,0.00%,9.05%,9.04%,3.97%,3.78%,0.00%,0.00%,0.00%,0.00%,,,,0.16%,,,,24.80%,,15.75%,13.65%,9.60%,4.05%,9.05%,9.04%,0.00%,,,,,,
LUX1987,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1987,,,,,,,,,,,,,25.02%,24.83%,0.00%,25.02%,24.83%,15.91%,15.91%,15.73%,15.73%,13.41%,0.00%,13.41%,9.19%,4.22%,0.00%,4.22%,0.00%,2.32%,9.11%,0.00%,9.11%,9.10%,4.18%,3.63%,0.00%,0.00%,0.00%,0.00%,,,,0.18%,,,,24.83%,,15.73%,13.41%,9.19%,4.22%,9.11%,9.10%,0.00%,,,,,,
LUX1988,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1988,,,,,,,,,,,,,24.18%,24.00%,0.00%,24.18%,24.00%,15.37%,15.37%,15.19%,15.19%,12.60%,0.00%,12.60%,8.51%,4.09%,0.00%,4.09%,0.00%,2.59%,8.80%,0.00%,8.80%,8.73%,4.21%,3.42%,0.00%,0.00%,0.00%,0.07%,,,,0.18%,,,,24.00%,,15.19%,12.60%,8.51%,4.09%,8.80%,8.73%,0.00%,,,,,,
LUX1989,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1989,,,,,,,,,,,,,23.56%,23.41%,0.00%,23.56%,23.41%,14.91%,14.91%,14.75%,14.75%,11.95%,0.00%,11.95%,8.01%,3.95%,0.00%,3.95%,0.00%,2.79%,8.66%,0.00%,8.66%,8.60%,4.15%,3.37%,0.00%,0.00%,0.00%,0.06%,,,,0.16%,,,,23.41%,,14.75%,11.95%,8.01%,3.95%,8.66%,8.60%,0.00%,,,,,,
LUX1990,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1990,,,,,,,,,27.90%,27.75%,,,23.79%,23.64%,0.00%,23.79%,23.64%,14.96%,14.96%,14.81%,14.81%,12.04%,0.00%,12.04%,8.39%,3.65%,0.00%,3.65%,0.00%,2.77%,8.83%,0.00%,8.83%,8.76%,4.22%,3.46%,0.00%,0.00%,0.00%,0.07%,4.11%,,,0.15%,,,27.75%,23.64%,4.11%,14.81%,12.04%,8.39%,3.65%,8.83%,8.76%,0.00%,,,,,,
LUX1991,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1991,,,,,,,,,25.09%,24.95%,,,21.53%,21.40%,0.00%,21.53%,21.40%,13.10%,13.10%,12.97%,12.97%,10.61%,0.00%,10.61%,7.42%,3.19%,0.00%,3.19%,0.00%,2.36%,8.43%,0.00%,8.43%,8.35%,3.98%,3.25%,0.00%,0.00%,0.00%,0.08%,3.55%,,,0.13%,,,24.95%,21.40%,3.55%,12.97%,10.61%,7.42%,3.19%,8.43%,8.35%,0.00%,,,,,,
LUX1992,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1992,,,,,,,,,25.48%,25.34%,,,22.10%,21.95%,0.00%,22.10%,21.95%,12.91%,12.91%,12.77%,12.77%,10.20%,0.00%,10.20%,7.48%,2.72%,0.00%,2.72%,0.00%,2.57%,9.19%,0.00%,9.19%,9.14%,4.05%,3.93%,0.00%,0.00%,0.00%,0.05%,3.38%,,,0.14%,,,25.34%,21.95%,3.38%,12.77%,10.20%,7.48%,2.72%,9.19%,9.14%,0.00%,,,,,,
LUX1993,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1993,,,,,,,,,26.81%,26.67%,,,24.37%,24.23%,0.00%,24.37%,24.23%,14.36%,14.36%,14.23%,14.23%,11.50%,0.00%,11.50%,7.55%,3.96%,0.00%,3.96%,0.00%,2.72%,10.00%,0.00%,10.00%,9.96%,4.43%,4.43%,0.00%,0.00%,0.00%,0.05%,2.44%,,,0.13%,,,26.67%,24.23%,2.44%,14.23%,11.50%,7.55%,3.96%,10.00%,9.96%,0.00%,,,,,,
LUX1994,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1994,,,,,,,,,27.57%,27.44%,,,24.95%,24.82%,0.00%,24.95%,24.82%,14.71%,14.71%,14.58%,14.58%,11.93%,0.00%,11.93%,7.89%,4.04%,0.00%,4.04%,0.00%,2.64%,10.24%,0.00%,10.24%,10.20%,4.52%,4.75%,0.00%,0.00%,0.00%,0.04%,2.62%,,,0.13%,,,27.44%,24.82%,2.62%,14.58%,11.93%,7.89%,4.04%,10.24%,10.20%,0.00%,,,,,,
LUX1995,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1995,,,,,,,,,28.93%,28.80%,,,24.90%,24.76%,0.00%,24.90%,24.76%,15.00%,15.00%,14.86%,14.86%,12.40%,0.00%,12.40%,8.03%,4.36%,0.00%,4.36%,0.00%,2.47%,9.90%,0.00%,9.90%,9.86%,4.51%,4.33%,0.00%,0.00%,0.00%,0.04%,4.03%,,,0.13%,,,28.80%,24.76%,4.03%,14.86%,12.40%,8.03%,4.36%,9.90%,9.86%,0.00%,,,,,,
LUX1996,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1996,,,,,,,,,29.12%,28.92%,,,25.35%,25.14%,0.00%,25.35%,25.14%,15.56%,15.56%,15.36%,15.36%,12.65%,0.00%,12.65%,8.14%,4.50%,0.00%,4.50%,0.00%,2.71%,9.79%,0.00%,9.79%,9.75%,4.66%,4.23%,0.00%,0.00%,0.00%,0.04%,3.78%,,,0.20%,,,28.92%,25.14%,3.78%,15.36%,12.65%,8.14%,4.50%,9.79%,9.75%,0.00%,,,,,,
LUX1997,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1997,,,,,,,,,30.95%,30.72%,,,26.95%,26.73%,0.00%,26.95%,26.73%,16.55%,16.55%,16.32%,16.32%,13.34%,0.00%,13.34%,8.10%,5.24%,0.00%,5.24%,0.00%,2.99%,10.40%,0.00%,10.40%,10.36%,4.88%,4.62%,0.00%,0.00%,0.00%,0.04%,3.99%,,,0.22%,,,30.72%,26.73%,3.99%,16.32%,13.34%,8.10%,5.24%,10.40%,10.36%,0.00%,,,,,,
LUX1998,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1998,,,,,,,,,31.04%,30.82%,,,26.89%,26.67%,0.00%,26.89%,26.67%,16.40%,16.40%,16.18%,16.18%,12.91%,0.00%,12.91%,7.51%,5.40%,0.00%,5.40%,0.00%,3.27%,10.49%,0.00%,10.49%,10.43%,5.08%,4.54%,0.00%,0.00%,0.00%,0.07%,4.15%,,,0.22%,,,30.82%,26.67%,4.15%,16.18%,12.91%,7.51%,5.40%,10.49%,10.43%,0.00%,,,,,,
LUX1999,0,Luxembourg,LUX,2,4,OECD Tax Statistics,1999,,,,,,,,,29.70%,29.46%,,,26.16%,25.91%,0.00%,26.16%,25.91%,15.75%,15.75%,15.51%,15.51%,11.85%,0.00%,11.85%,7.18%,4.67%,0.00%,4.67%,0.00%,3.65%,10.41%,0.00%,10.41%,10.35%,4.95%,4.69%,0.00%,0.00%,0.00%,0.06%,3.55%,,,0.25%,,,29.46%,25.91%,3.55%,15.51%,11.85%,7.18%,4.67%,10.41%,10.35%,0.00%,,,,,,
LUX2000,0,Luxembourg,LUX,2,4,OECD Tax Statistics,2000,,,,,,,,,28.88%,28.64%,,,25.63%,25.39%,0.00%,25.63%,25.39%,15.50%,15.50%,15.27%,15.27%,11.45%,0.00%,11.45%,6.80%,4.64%,0.00%,4.64%,0.00%,3.82%,10.13%,0.00%,10.13%,10.08%,4.94%,4.48%,0.00%,0.00%,0.00%,0.04%,3.25%,,,0.24%,,,28.64%,25.39%,3.25%,15.27%,11.45%,6.80%,4.64%,10.13%,10.08%,0.00%,,,,,,
